RequestNumber,Index Name,Date,TotalReturnsIndex,NTR_Value
TRI63913928579219488600,Nifty 50,2012-07-20,6668.78,6428.56
TRI63913928579219488600,Nifty 50,2012-07-23,6557.61,6321.4
TRI63913928579219488600,Nifty 50,2012-07-24,6571.43,6334.76
TRI63913928579219488600,Nifty 50,2012-07-25,6547.56,6311.73
TRI63913928580453882800,Nifty 50,2012-07-26,6462.24,6229.5
TRI63913928580453882800,Nifty 50,2012-07-27,6535.1,6299.73
TRI63913928580453882800,Nifty 50,2012-07-30,6663.48,6423.5
TRI63913928580453882800,Nifty 50,2012-07-31,6700.96,6459.62
TRI63913928580453882800,Nifty 50,2012-08-01,6716.34,6474.47
TRI63913928580453882800,Nifty 50,2012-08-02,6700.0,6458.72
TRI63913928580453882800,Nifty 50,2012-08-03,6684.52,6443.81
TRI63913928580453882800,Nifty 50,2012-08-06,6770.18,6526.39
TRI63913928580453882800,Nifty 50,2012-08-07,6841.0,6594.7
TRI63913928580453882800,Nifty 50,2012-08-08,6842.69,6596.33
TRI63913928580453882800,Nifty 50,2012-08-09,6823.55,6577.88
TRI63913928580453882800,Nifty 50,2012-08-10,6820.25,6574.71
TRI63913928580453882800,Nifty 50,2012-08-13,6855.51,6608.69
TRI63913928580453882800,Nifty 50,2012-08-14,6900.81,6652.49
TRI63913928580453882800,Nifty 50,2012-08-16,6879.67,6632.15
TRI63913928580453882800,Nifty 50,2012-08-17,6883.95,6636.28
TRI63913928580453882800,Nifty 50,2012-08-21,6954.13,6703.94
TRI63913928580453882800,Nifty 50,2012-08-22,6943.66,6693.85
TRI63913928580453882800,Nifty 50,2012-08-23,6947.2,6697.27
TRI63913928580453882800,Nifty 50,2012-08-24,6910.7,6662.09
TRI63913928580453882800,Nifty 50,2012-08-27,6864.4,6617.46
TRI63913928580453882800,Nifty 50,2012-08-28,6844.29,6598.08
TRI63913928580453882800,Nifty 50,2012-08-29,6784.26,6540.22
TRI63913928580453882800,Nifty 50,2012-08-30,6819.22,6573.91
TRI63913928580453882800,Nifty 50,2012-08-31,6747.3,6504.61
TRI63913928580453882800,Nifty 50,2012-09-03,6741.21,6498.74
TRI63913928580453882800,Nifty 50,2012-09-04,6767.2,6523.8
TRI63913928580453882800,Nifty 50,2012-09-05,6705.82,6464.64
TRI63913928580453882800,Nifty 50,2012-09-06,6723.35,6481.58
TRI63913928580453882800,Nifty 50,2012-09-07,6856.41,6609.86
TRI63913928580453882800,Nifty 50,2012-09-08,6877.73,6630.41
TRI63913928580453882800,Nifty 50,2012-09-10,6883.99,6636.46
TRI63913928580453882800,Nifty 50,2012-09-11,6918.08,6669.33
TRI63913928580453882800,Nifty 50,2012-09-12,6970.74,6720.08
TRI63913928580453882800,Nifty 50,2012-09-13,6976.32,6725.47
TRI63913928580453882800,Nifty 50,2012-09-14,7160.08,6902.66
TRI63913928580453882800,Nifty 50,2012-09-17,7201.64,6942.72
TRI63913928580453882800,Nifty 50,2012-09-18,7189.06,6930.6
TRI63913928580453882800,Nifty 50,2012-09-20,7130.28,6873.93
TRI63913928580453882800,Nifty 50,2012-09-21,7306.02,7043.36
TRI63913928580453882800,Nifty 50,2012-09-24,7278.36,7016.69
TRI63913928580453882800,Nifty 50,2012-09-25,7283.88,7022.01
TRI63913928580453882800,Nifty 50,2012-09-26,7270.42,7009.04
TRI63913928580453882800,Nifty 50,2012-09-27,7252.52,6991.78
TRI63913928580453882800,Nifty 50,2012-09-28,7321.57,7058.36
TRI63913928580453882800,Nifty 50,2012-10-01,7341.48,7077.54
TRI63913928580453882800,Nifty 50,2012-10-03,7357.46,7092.95
TRI63913928580453882800,Nifty 50,2012-10-04,7429.84,7162.73
TRI63913928580453882800,Nifty 50,2012-10-05,7377.63,7112.39
TRI63913928580453882800,Nifty 50,2012-10-08,7286.55,7024.6
TRI63913928580453882800,Nifty 50,2012-10-09,7323.27,7059.99
TRI63913928580453882800,Nifty 50,2012-10-10,7255.95,6995.09
TRI63913928580453882800,Nifty 50,2012-10-11,7327.71,7064.26
TRI63913928580453882800,Nifty 50,2012-10-12,7286.61,7024.65
TRI63913928580453882800,Nifty 50,2012-10-15,7301.01,7038.53
TRI63913928580453882800,Nifty 50,2012-10-16,7250.57,6989.91
TRI63913928580453882800,Nifty 50,2012-10-17,7266.35,7005.12
TRI63913928580453882800,Nifty 50,2012-10-18,7343.66,7079.73
TRI63913928580453882800,Nifty 50,2012-10-19,7299.96,7037.61
TRI63913928580453882800,Nifty 50,2012-10-22,7342.16,7078.3
TRI63913928580453882800,Nifty 50,2012-10-23,7309.1,7046.43
TRI63913928582703925500,Nifty 50,2012-10-25,7326.99,7063.68
TRI63913928582703925500,Nifty 50,2012-10-26,7274.3,7012.89
TRI63913928582703925500,Nifty 50,2012-10-29,7276.13,7014.65
TRI63913928582703925500,Nifty 50,2012-10-30,7189.16,6930.8
TRI63913928582703925500,Nifty 50,2012-10-31,7217.67,6958.32
TRI63913928582703925500,Nifty 50,2012-11-01,7254.29,6993.76
TRI63913928582703925500,Nifty 50,2012-11-02,7321.93,7058.97
TRI63913928582703925500,Nifty 50,2012-11-05,7331.02,7067.76
TRI63913928582703925500,Nifty 50,2012-11-06,7356.96,7092.77
TRI63913928582703925500,Nifty 50,2012-11-07,7402.84,7137.0
TRI63913928582703925500,Nifty 50,2012-11-08,7375.37,7110.52
TRI63913928582703925500,Nifty 50,2012-11-09,7307.93,7045.5
TRI63913928582703925500,Nifty 50,2012-11-12,7304.62,7042.31
TRI63913928582703925500,Nifty 50,2012-11-13,7283.11,7021.57
TRI63913928582703925500,Nifty 50,2012-11-15,7236.91,6977.03
TRI63913928582703925500,Nifty 50,2012-11-16,7163.71,6906.45
TRI63913928582703925500,Nifty 50,2012-11-19,7160.33,6903.2
TRI63913928582703925500,Nifty 50,2012-11-20,7160.51,6903.37
TRI63913928582703925500,Nifty 50,2012-11-21,7216.12,6956.99
TRI63913928582703925500,Nifty 50,2012-11-22,7232.74,6973.01
TRI63913928582703925500,Nifty 50,2012-11-23,7231.29,6971.61
TRI63913928582703925500,Nifty 50,2012-11-26,7243.22,6983.11
TRI63913928582703925500,Nifty 50,2012-11-27,7360.9,7096.57
TRI63913928582703925500,Nifty 50,2012-11-29,7486.27,7217.43
TRI63913928582703925500,Nifty 50,2012-11-30,7556.73,7285.36
TRI63913928582703925500,Nifty 50,2012-12-03,7545.33,7274.37
TRI63913928582703925500,Nifty 50,2012-12-04,7568.85,7297.05
TRI63913928582703925500,Nifty 50,2012-12-05,7583.31,7310.99
TRI63913928582703925500,Nifty 50,2012-12-06,7622.38,7348.65
TRI63913928582703925500,Nifty 50,2012-12-07,7592.16,7319.52
TRI63913928582703925500,Nifty 50,2012-12-10,7594.1,7321.39
TRI63913928582703925500,Nifty 50,2012-12-11,7581.11,7308.87
TRI63913928582703925500,Nifty 50,2012-12-12,7567.19,7295.45
TRI63913928582703925500,Nifty 50,2012-12-13,7520.33,7250.27
TRI63913928582703925500,Nifty 50,2012-12-14,7556.43,7285.08
TRI63913928582703925500,Nifty 50,2012-12-17,7528.5,7258.15
TRI63913928582703925500,Nifty 50,2012-12-18,7578.55,7306.4
TRI63913928582703925500,Nifty 50,2012-12-19,7620.71,7347.04
TRI63913928582703925500,Nifty 50,2012-12-20,7603.72,7330.66
TRI63913928582703925500,Nifty 50,2012-12-21,7515.43,7245.55
TRI63913928582703925500,Nifty 50,2012-12-24,7528.54,7258.29
TRI63913928582703925500,Nifty 50,2012-12-26,7592.65,7320.09
TRI63913928582703925500,Nifty 50,2012-12-27,7547.04,7276.12
TRI63913928582703925500,Nifty 50,2012-12-28,7596.16,7323.48
TRI63913928582703925500,Nifty 50,2012-12-31,7591.99,7319.46
TRI63913928582703925500,Nifty 50,2013-01-01,7650.82,7376.18
TRI63913928582703925500,Nifty 50,2013-01-02,7705.36,7428.75
TRI63913928582703925500,Nifty 50,2013-01-03,7726.21,7448.87
TRI63913928582703925500,Nifty 50,2013-01-04,7734.77,7457.11
TRI63913928582703925500,Nifty 50,2013-01-07,7699.11,7422.73
TRI63913928582703925500,Nifty 50,2013-01-08,7716.21,7439.22
TRI63913928582703925500,Nifty 50,2013-01-09,7677.35,7401.75
TRI63913928582703925500,Nifty 50,2013-01-10,7673.71,7398.25
TRI63913928582703925500,Nifty 50,2013-01-11,7651.4,7376.74
TRI63913928582703925500,Nifty 50,2013-01-14,7744.94,7466.92
TRI63913928582703925500,Nifty 50,2013-01-15,7786.81,7507.29
TRI63913928582703925500,Nifty 50,2013-01-16,7716.56,7439.56
TRI63913928582703925500,Nifty 50,2013-01-17,7764.62,7485.89
TRI63913928582703925500,Nifty 50,2013-01-18,7797.01,7517.13
TRI63913928582703925500,Nifty 50,2013-01-21,7820.19,7539.47
TRI63913928583719626100,Nifty 50,2013-01-22,7776.72,7497.57
TRI63913928583719626100,Nifty 50,2013-01-23,7784.96,7505.54
TRI63913928583719626100,Nifty 50,2013-01-24,7740.06,7462.26
TRI63913928583719626100,Nifty 50,2013-01-25,7811.15,7530.79
TRI63913928583719626100,Nifty 50,2013-01-28,7811.35,7530.99
TRI63913928583719626100,Nifty 50,2013-01-29,7779.35,7500.13
TRI63913928583719626100,Nifty 50,2013-01-30,7786.82,7507.33
TRI63913928583719626100,Nifty 50,2013-01-31,7759.87,7481.35
TRI63913928583719626100,Nifty 50,2013-02-01,7713.77,7436.9
TRI63913928583719626100,Nifty 50,2013-02-04,7698.77,7422.45
TRI63913928583719626100,Nifty 50,2013-02-05,7660.27,7385.35
TRI63913928583719626100,Nifty 50,2013-02-06,7663.23,7388.2
TRI63913928583719626100,Nifty 50,2013-02-07,7636.96,7362.87
TRI63913928583719626100,Nifty 50,2013-02-08,7591.59,7319.13
TRI63913928583719626100,Nifty 50,2013-02-11,7584.32,7312.12
TRI63913928583719626100,Nifty 50,2013-02-12,7616.02,7342.69
TRI63913928583719626100,Nifty 50,2013-02-13,7629.44,7355.62
TRI63913928583719626100,Nifty 50,2013-02-14,7583.16,7311.0
TRI63913928583719626100,Nifty 50,2013-02-15,7571.62,7299.9
TRI63913928583719626100,Nifty 50,2013-02-18,7586.56,7314.35
TRI63913928583719626100,Nifty 50,2013-02-19,7639.97,7365.83
TRI63913928583719626100,Nifty 50,2013-02-20,7644.25,7369.96
TRI63913928583719626100,Nifty 50,2013-02-21,7527.48,7257.39
TRI63913928583719626100,Nifty 50,2013-02-22,7524.96,7254.96
TRI63913928583719626100,Nifty 50,2013-02-25,7530.72,7260.51
TRI63913928583719626100,Nifty 50,2013-02-26,7410.58,7144.68
TRI63913928583719626100,Nifty 50,2013-02-27,7456.27,7188.72
TRI63913928583719626100,Nifty 50,2013-02-28,7322.68,7059.94
TRI63913928583719626100,Nifty 50,2013-03-01,7358.52,7094.54
TRI63913928583719626100,Nifty 50,2013-03-04,7331.23,7068.23
TRI63913928583719626100,Nifty 50,2013-03-05,7441.56,7174.6
TRI63913928583719626100,Nifty 50,2013-03-06,7485.73,7217.2
TRI63913928583719626100,Nifty 50,2013-03-07,7543.27,7272.66
TRI63913928583719626100,Nifty 50,2013-03-08,7649.23,7374.82
TRI63913928583719626100,Nifty 50,2013-03-11,7644.93,7370.68
TRI63913928583719626100,Nifty 50,2013-03-12,7608.59,7335.64
TRI63913928583719626100,Nifty 50,2013-03-13,7527.68,7257.63
TRI63913928583719626100,Nifty 50,2013-03-14,7602.0,7329.29
TRI63913928583719626100,Nifty 50,2013-03-15,7555.2,7284.16
TRI63913928583719626100,Nifty 50,2013-03-18,7509.07,7239.76
TRI63913928583719626100,Nifty 50,2013-03-19,7394.14,7128.95
TRI63913928583719626100,Nifty 50,2013-03-20,7327.78,7064.97
TRI63913928583719626100,Nifty 50,2013-03-21,7282.51,7021.34
TRI63913928583719626100,Nifty 50,2013-03-22,7275.17,7014.35
TRI63913928583719626100,Nifty 50,2013-03-25,7252.66,6992.64
TRI63913928583719626100,Nifty 50,2013-03-26,7262.6,7002.22
TRI63913928583719626100,Nifty 50,2013-03-28,7315.35,7053.08
TRI63913928583719626100,Nifty 50,2013-04-01,7343.48,7080.2
TRI63913928583719626100,Nifty 50,2013-04-02,7399.69,7134.41
TRI63913928583719626100,Nifty 50,2013-04-03,7302.9,7041.08
TRI63913928583719626100,Nifty 50,2013-04-04,7176.54,6919.26
TRI63913928583719626100,Nifty 50,2013-04-05,7148.89,6892.59
TRI63913928583719626100,Nifty 50,2013-04-08,7135.58,6879.77
TRI63913928583719626100,Nifty 50,2013-04-09,7073.99,6820.38
TRI63913928583719626100,Nifty 50,2013-04-10,7155.87,6899.33
TRI63913928583719626100,Nifty 50,2013-04-11,7201.33,6943.15
TRI63913928583719626100,Nifty 50,2013-04-12,7117.1,6861.94
TRI63913928583719626100,Nifty 50,2013-04-15,7168.34,6911.35
TRI63913928583719626100,Nifty 50,2013-04-16,7323.57,7061.01
TRI63913928583719626100,Nifty 50,2013-04-17,7323.26,7060.72
TRI63913928583719626100,Nifty 50,2013-04-18,7444.78,7177.87
TRI63913928584985460500,Nifty 50,2013-04-22,7510.98,7241.71
TRI63913928584985460500,Nifty 50,2013-04-23,7514.16,7244.78
TRI63913928584985460500,Nifty 50,2013-04-25,7616.38,7343.33
TRI63913928584985460500,Nifty 50,2013-04-26,7558.67,7287.68
TRI63913928584985460500,Nifty 50,2013-04-29,7600.72,7328.23
TRI63913928584985460500,Nifty 50,2013-04-30,7634.29,7360.61
TRI63913928584985460500,Nifty 50,2013-05-02,7723.29,7446.41
TRI63913928584985460500,Nifty 50,2013-05-03,7652.03,7377.71
TRI63913928584985460500,Nifty 50,2013-05-06,7686.88,7411.3
TRI63913928584985460500,Nifty 50,2013-05-07,7780.19,7501.27
TRI63913928584985460500,Nifty 50,2013-05-08,7813.38,7533.27
TRI63913928584985460500,Nifty 50,2013-05-09,7788.74,7509.51
TRI63913928584985460500,Nifty 50,2013-05-10,7850.77,7569.48
TRI63913928584985460500,Nifty 50,2013-05-11,7866.9,7585.03
TRI63913928584985460500,Nifty 50,2013-05-13,7703.53,7427.51
TRI63913928584985460500,Nifty 50,2013-05-14,7722.79,7446.08
TRI63913928584985460500,Nifty 50,2013-05-15,7917.77,7634.09
TRI63913928584985460500,Nifty 50,2013-05-16,7947.55,7662.8
TRI63913928584985460500,Nifty 50,2013-05-17,7969.96,7684.4
TRI63913928584985460500,Nifty 50,2013-05-20,7930.79,7646.65
TRI63913928584985460500,Nifty 50,2013-05-21,7875.68,7593.5
TRI63913928584985460500,Nifty 50,2013-05-22,7850.45,7569.17
TRI63913928584985460500,Nifty 50,2013-05-23,7686.64,7411.25
TRI63913928584985460500,Nifty 50,2013-05-24,7707.91,7431.75
TRI63913928584985460500,Nifty 50,2013-05-27,7836.22,7555.47
TRI63913928584985460500,Nifty 50,2013-05-28,7875.77,7593.72
TRI63913928584985460500,Nifty 50,2013-05-29,7866.77,7585.05
TRI63913928584985460500,Nifty 50,2013-05-30,7903.53,7620.89
TRI63913928584985460500,Nifty 50,2013-05-31,7734.03,7457.77
TRI63913928584985460500,Nifty 50,2013-06-03,7673.77,7399.66
TRI63913928584985460500,Nifty 50,2013-06-04,7648.12,7374.92
TRI63913928584985460500,Nifty 50,2013-06-05,7653.81,7380.41
TRI63913928584985460500,Nifty 50,2013-06-06,7653.22,7379.93
TRI63913928584985460500,Nifty 50,2013-06-07,7601.03,7329.61
TRI63913928584985460500,Nifty 50,2013-06-10,7597.17,7325.88
TRI63913928584985460500,Nifty 50,2013-06-11,7481.85,7214.68
TRI63913928584985460500,Nifty 50,2013-06-12,7444.9,7179.05
TRI63913928584985460500,Nifty 50,2013-06-13,7371.5,7108.48
TRI63913928584985460500,Nifty 50,2013-06-14,7512.87,7244.81
TRI63913928584985460500,Nifty 50,2013-06-17,7567.15,7297.15
TRI63913928584985460500,Nifty 50,2013-06-18,7520.01,7251.7
TRI63913928584985460500,Nifty 50,2013-06-19,7531.16,7262.45
TRI63913928584985460500,Nifty 50,2013-06-20,7316.02,7054.99
TRI63913928584985460500,Nifty 50,2013-06-21,7331.23,7069.66
TRI63913928584985460500,Nifty 50,2013-06-24,7231.09,6973.09
TRI63913928584985460500,Nifty 50,2013-06-25,7255.47,6996.6
TRI63913928584985460500,Nifty 50,2013-06-26,7229.08,6971.15
TRI63913928584985460500,Nifty 50,2013-06-27,7356.32,7094.07
TRI63913928584985460500,Nifty 50,2013-06-28,7563.28,7293.65
TRI63913928584985460500,Nifty 50,2013-07-01,7636.62,7364.37
TRI63913928584985460500,Nifty 50,2013-07-02,7583.16,7312.82
TRI63913928584985460500,Nifty 50,2013-07-03,7470.96,7204.62
TRI63913928584985460500,Nifty 50,2013-07-04,7558.46,7289.06
TRI63913928584985460500,Nifty 50,2013-07-05,7600.32,7329.49
TRI63913928584985460500,Nifty 50,2013-07-08,7527.28,7259.06
TRI63913928584985460500,Nifty 50,2013-07-09,7588.74,7318.33
TRI63913928584985460500,Nifty 50,2013-07-10,7537.06,7268.6
TRI63913928584985460500,Nifty 50,2013-07-11,7690.45,7402.46
TRI63913928584985460500,Nifty 50,2013-07-12,7786.81,7495.24
TRI63913928584985460500,Nifty 50,2013-07-15,7816.76,7524.11
TRI63913928584985460500,Nifty 50,2013-07-16,7718.83,7429.86
TRI63913928584985460500,Nifty 50,2013-07-17,7742.47,7452.62
TRI63913928584985460500,Nifty 50,2013-07-18,7829.28,7536.3
TRI63913928584985460500,Nifty 50,2013-07-19,7818.03,7525.47
TRI63913928586266788400,Nifty 50,2013-07-22,7821.43,7528.74
TRI63913928586266788400,Nifty 50,2013-07-23,7881.06,7586.14
TRI63913928586266788400,Nifty 50,2013-07-24,7767.88,7477.19
TRI63913928586266788400,Nifty 50,2013-07-25,7660.22,7373.57
TRI63913928586266788400,Nifty 50,2013-07-26,7633.2,7347.58
TRI63913928586266788400,Nifty 50,2013-07-29,7563.35,7269.05
TRI63913928586266788400,Nifty 50,2013-07-30,7466.04,7175.6
TRI63913928586266788400,Nifty 50,2013-07-31,7449.52,7159.74
TRI63913928586266788400,Nifty 50,2013-08-01,7431.15,7142.09
TRI63913928586266788400,Nifty 50,2013-08-02,7366.39,7079.85
TRI63913928586266788400,Nifty 50,2013-08-05,7376.13,7089.2
TRI63913928586266788400,Nifty 50,2013-08-06,7190.68,6910.98
TRI63913928586266788400,Nifty 50,2013-08-07,7160.66,6882.13
TRI63913928586266788400,Nifty 50,2013-08-08,7221.08,6940.2
TRI63913928586266788400,Nifty 50,2013-08-12,7281.67,6998.45
TRI63913928586266788400,Nifty 50,2013-08-13,7397.98,7110.37
TRI63913928586266788400,Nifty 50,2013-08-14,7454.14,7164.35
TRI63913928586266788400,Nifty 50,2013-08-16,7149.75,6871.79
TRI63913928586266788400,Nifty 50,2013-08-19,7028.92,6755.66
TRI63913928586266788400,Nifty 50,2013-08-20,7011.64,6739.06
TRI63913928586266788400,Nifty 50,2013-08-21,6883.31,6615.7
TRI63913928586266788400,Nifty 50,2013-08-22,7020.77,6747.83
TRI63913928586266788400,Nifty 50,2013-08-23,7102.92,6826.79
TRI63913928586266788400,Nifty 50,2013-08-26,7109.11,6832.73
TRI63913928586266788400,Nifty 50,2013-08-27,6863.65,6596.81
TRI63913928586266788400,Nifty 50,2013-08-28,6860.5,6593.78
TRI63913928586266788400,Nifty 50,2013-08-29,7021.53,6748.56
TRI63913928586266788400,Nifty 50,2013-08-30,7103.56,6827.43
TRI63913928586266788400,Nifty 50,2013-09-02,7206.03,6925.91
TRI63913928586266788400,Nifty 50,2013-09-03,6936.07,6666.51
TRI63913928586266788400,Nifty 50,2013-09-04,7074.56,6799.62
TRI63913928586266788400,Nifty 50,2013-09-05,7265.29,6983.05
TRI63913928586266788400,Nifty 50,2013-09-06,7381.47,7094.81
TRI63913928586266788400,Nifty 50,2013-09-10,7662.66,7365.08
TRI63913928586266788400,Nifty 50,2013-09-11,7683.92,7385.52
TRI63913928586266788400,Nifty 50,2013-09-12,7602.81,7307.54
TRI63913928586266788400,Nifty 50,2013-09-13,7602.85,7307.61
TRI63913928586266788400,Nifty 50,2013-09-16,7589.78,7295.03
TRI63913928586266788400,Nifty 50,2013-09-17,7602.59,7307.36
TRI63913928586266788400,Nifty 50,2013-09-18,7666.62,7368.9
TRI63913928586266788400,Nifty 50,2013-09-19,7949.11,7640.48
TRI63913928586266788400,Nifty 50,2013-09-20,7814.61,7511.2
TRI63913928586266788400,Nifty 50,2013-09-23,7655.56,7358.33
TRI63913928586266788400,Nifty 50,2013-09-24,7659.09,7361.71
TRI63913928586266788400,Nifty 50,2013-09-25,7634.9,7338.48
TRI63913928586266788400,Nifty 50,2013-09-26,7645.82,7348.97
TRI63913928586266788400,Nifty 50,2013-09-27,7582.1,7287.72
TRI63913928586266788400,Nifty 50,2013-09-30,7454.82,7165.39
TRI63913928586266788400,Nifty 50,2013-10-01,7512.98,7221.29
TRI63913928586266788400,Nifty 50,2013-10-03,7681.5,7383.27
TRI63913928586266788400,Nifty 50,2013-10-04,7678.38,7380.27
TRI63913928586266788400,Nifty 50,2013-10-07,7676.89,7378.83
TRI63913928586266788400,Nifty 50,2013-10-08,7705.81,7406.63
TRI63913928586266788400,Nifty 50,2013-10-09,7808.59,7505.41
TRI63913928586266788400,Nifty 50,2013-10-10,7826.14,7522.29
TRI63913928586266788400,Nifty 50,2013-10-11,7923.95,7616.29
TRI63913928586266788400,Nifty 50,2013-10-14,7945.36,7636.88
TRI63913928586266788400,Nifty 50,2013-10-15,7914.65,7607.36
TRI63913928586266788400,Nifty 50,2013-10-17,7861.46,7556.34
TRI63913928586266788400,Nifty 50,2013-10-18,8048.0,7735.64
TRI63913928587539573500,Nifty 50,2013-10-21,8068.29,7755.15
TRI63913928587539573500,Nifty 50,2013-10-22,8065.66,7752.63
TRI63913928587539573500,Nifty 50,2013-10-23,8033.91,7722.11
TRI63913928587539573500,Nifty 50,2013-10-24,8015.83,7704.74
TRI63913928587539573500,Nifty 50,2013-10-25,7992.27,7682.16
TRI63913928587539573500,Nifty 50,2013-10-28,7935.25,7627.36
TRI63913928587539573500,Nifty 50,2013-10-29,8091.08,7777.14
TRI63913928587539573500,Nifty 50,2013-10-30,8131.16,7815.67
TRI63913928587539573500,Nifty 50,2013-10-31,8194.06,7876.17
TRI63913928587539573500,Nifty 50,2013-11-01,8204.56,7886.26
TRI63913928587539573500,Nifty 50,2013-11-03,8217.74,7898.94
TRI63913928587539573500,Nifty 50,2013-11-05,8134.24,7818.68
TRI63913928587539573500,Nifty 50,2013-11-06,8085.36,7771.72
TRI63913928587539573500,Nifty 50,2013-11-07,8049.77,7737.53
TRI63913928587539573500,Nifty 50,2013-11-08,7989.31,7679.42
TRI63913928587539573500,Nifty 50,2013-11-11,7908.71,7601.94
TRI63913928587539573500,Nifty 50,2013-11-12,7829.7,7525.99
TRI63913928587539573500,Nifty 50,2013-11-13,7792.65,7490.38
TRI63913928587539573500,Nifty 50,2013-11-14,7879.25,7573.62
TRI63913928587539573500,Nifty 50,2013-11-18,8052.07,7739.74
TRI63913928587539573500,Nifty 50,2013-11-19,8070.73,7757.68
TRI63913928587539573500,Nifty 50,2013-11-20,7966.08,7657.09
TRI63913928587539573500,Nifty 50,2013-11-21,7804.93,7502.19
TRI63913928587539573500,Nifty 50,2013-11-22,7800.26,7497.7
TRI63913928587539573500,Nifty 50,2013-11-25,7956.26,7647.64
TRI63913928587539573500,Nifty 50,2013-11-26,7883.1,7577.32
TRI63913928587539573500,Nifty 50,2013-11-27,7880.49,7574.82
TRI63913928587539573500,Nifty 50,2013-11-28,7925.71,7618.28
TRI63913928587539573500,Nifty 50,2013-11-29,8035.27,7723.6
TRI63913928587539573500,Nifty 50,2013-12-02,8089.61,7775.82
TRI63913928587539573500,Nifty 50,2013-12-03,8068.78,7755.8
TRI63913928587539573500,Nifty 50,2013-12-04,8015.59,7704.68
TRI63913928587539573500,Nifty 50,2013-12-05,8119.89,7804.92
TRI63913928587539573500,Nifty 50,2013-12-06,8144.32,7828.41
TRI63913928587539573500,Nifty 50,2013-12-09,8279.62,7958.47
TRI63913928587539573500,Nifty 50,2013-12-10,8241.92,7922.32
TRI63913928587539573500,Nifty 50,2013-12-11,8209.43,7891.09
TRI63913928587539573500,Nifty 50,2013-12-12,8117.22,7802.46
TRI63913928587539573500,Nifty 50,2013-12-13,8027.89,7716.61
TRI63913928587539573500,Nifty 50,2013-12-16,8010.05,7699.46
TRI63913928587539573500,Nifty 50,2013-12-17,7989.69,7679.88
TRI63913928587539573500,Nifty 50,2013-12-18,8091.83,7778.08
TRI63913928587539573500,Nifty 50,2013-12-19,8026.09,7714.88
TRI63913928587539573500,Nifty 50,2013-12-20,8166.18,7849.55
TRI63913928587539573500,Nifty 50,2013-12-23,8179.48,7862.32
TRI63913928587539573500,Nifty 50,2013-12-24,8158.51,7842.18
TRI63913928587539573500,Nifty 50,2013-12-26,8172.2,7855.33
TRI63913928587539573500,Nifty 50,2013-12-27,8217.63,7899.0
TRI63913928587539573500,Nifty 50,2013-12-30,8188.11,7870.62
TRI63913928587539573500,Nifty 50,2013-12-31,8204.85,7886.72
TRI63913928587539573500,Nifty 50,2014-01-01,8201.82,7883.8
TRI63913928587539573500,Nifty 50,2014-01-02,8097.05,7783.09
TRI63913928587539573500,Nifty 50,2014-01-03,8084.05,7770.59
TRI63913928587539573500,Nifty 50,2014-01-06,8058.38,7745.92
TRI63913928587539573500,Nifty 50,2014-01-07,8020.38,7709.4
TRI63913928587539573500,Nifty 50,2014-01-08,8036.43,7724.83
TRI63913928587539573500,Nifty 50,2014-01-09,8028.3,7717.01
TRI63913928587539573500,Nifty 50,2014-01-10,8032.39,7720.94
TRI63913928587539573500,Nifty 50,2014-01-13,8164.22,7847.66
TRI63913928587539573500,Nifty 50,2014-01-14,8124.0,7809.0
TRI63913928587539573500,Nifty 50,2014-01-15,8226.89,7907.9
TRI63913928587539573500,Nifty 50,2014-01-16,8224.29,7905.4
TRI63913928588727175600,Nifty 50,2014-01-17,8149.77,7833.77
TRI63913928588727175600,Nifty 50,2014-01-20,8205.44,7887.32
TRI63913928588727175600,Nifty 50,2014-01-21,8218.29,7899.66
TRI63913928588727175600,Nifty 50,2014-01-22,8251.94,7932.03
TRI63913928588727175600,Nifty 50,2014-01-23,8260.68,7940.44
TRI63913928588727175600,Nifty 50,2014-01-24,8157.94,7841.69
TRI63913928588727175600,Nifty 50,2014-01-27,7988.17,7678.53
TRI63913928588727175600,Nifty 50,2014-01-28,7975.67,7666.5
TRI63913928588727175600,Nifty 50,2014-01-29,7967.86,7659.0
TRI63913928588727175600,Nifty 50,2014-01-30,7907.25,7600.74
TRI63913928588727175600,Nifty 50,2014-01-31,7930.34,7623.03
TRI63913928588727175600,Nifty 50,2014-02-03,7816.09,7513.21
TRI63913928588727175600,Nifty 50,2014-02-04,7814.96,7512.12
TRI63913928588727175600,Nifty 50,2014-02-05,7842.98,7539.05
TRI63913928588727175600,Nifty 50,2014-02-06,7861.05,7556.42
TRI63913928588727175600,Nifty 50,2014-02-07,7896.41,7590.43
TRI63913928588727175600,Nifty 50,2014-02-10,7884.34,7578.85
TRI63913928588727175600,Nifty 50,2014-02-11,7896.79,7590.83
TRI63913928588727175600,Nifty 50,2014-02-12,7925.09,7618.06
TRI63913928588727175600,Nifty 50,2014-02-13,7817.32,7514.47
TRI63913928588727175600,Nifty 50,2014-02-14,7878.87,7573.63
TRI63913928588727175600,Nifty 50,2014-02-17,7912.71,7606.22
TRI63913928588727175600,Nifty 50,2014-02-18,7982.78,7673.57
TRI63913928588727175600,Nifty 50,2014-02-19,8016.2,7705.7
TRI63913928588727175600,Nifty 50,2014-02-20,7936.34,7628.92
TRI63913928588727175600,Nifty 50,2014-02-21,8019.69,7709.05
TRI63913928588727175600,Nifty 50,2014-02-24,8059.67,7747.49
